7.3,-74.004431,40.742524,-73.990181,40.7575,1,0
4.1,-73.974028,40.7914,-73.9649,40.791822,5,1
7.7,-73.988868,40.730863,-73.96729,40.780828,2,2
10.0,-74.0115737915039,40.702880859375,-73.99415588378906,40.70315933227539,5,3
10.0,-73.97871,40.744765,-73.956137,40.772955,3,4
4.9,-73.992588,40.763527,-73.982038,40.775408,1,5
34.0,-73.95459,40.805587,-74.014405,40.703612,1,6
9.5,-73.951625,40.793507,-73.965875,40.77369,1,7
10.1,-73.965976,40.767868,-73.976233,40.788246,1,8
24.5,-74.010675,40.708308,-73.967027,40.769687,2,9
13.7,-73.952227,40.768961,-73.990319,40.752033,1,10
12.5,-73.989995,40.734097,-73.99349,40.718138,2,11
10.0,-73.992309,40.749182,-73.96511,40.756686,2,12
4.5,-73.986019,40.767748,-73.991946,40.759489,1,13
7.0,-73.955948,40.779067,-73.965467,40.763577,5,14
13.0,-73.955877,40.785089,-73.955877,40.785089,1,15
6.5,-73.983537,40.726067,-73.993155,40.722632,1,16
18.5,-73.977655,40.753515,-74.010355,40.701987,2,17
45.04,-73.87271118164062,40.77388381958008,-73.98369598388672,40.76454162597656,1,18
18.0,-73.973567,40.762832,-73.99825,40.723842,1,19
7.7,-73.987823,40.732625,-73.967856,40.756031,2,20
9.3,-73.989388,40.758742,-73.970077,40.793945,1,21
10.5,-73.96029,40.773123,-73.957181,40.745713,1,22
51.099999999999994,-73.870845,40.7738,-73.916646,40.561076,1,23
10.1,-73.996758,40.752903,-74.011141,40.708127,1,24
3.7,-73.988113,40.754972,-73.991455,40.750488,1,25
4.5,-73.966291,40.770809,-73.956245,40.767882,1,26
22.9,-73.988404,40.748307,-73.883776,40.751978,1,27
8.1,-73.973185,40.758262,-73.986815,40.748495,1,28
8.5,-74.005488,40.74071,-73.982179,40.727902,1,29
14.1,-73.987422,40.76556,-73.98971,40.729735,1,30
11.7,-73.962727,40.778013,-73.985552,40.757593,2,31
7.3,-73.955927,40.763865,-73.97719,40.77584,1,32
10.9,-73.981922,40.740678,-73.982645,40.77123,1,33
4.9,-73.953149,40.767646,-73.961258,40.759375,1,34
8.9,-73.957464,40.780183,-73.960509,40.761514,1,35
8.0,-73.976821,40.747799,-73.956861,40.771568,1,36
3.7,-73.992241,40.725336,-73.990006,40.732819,1,37
9.4,-73.978087,40.75301,-74.008594,40.738151,1,38
4.5,-73.968378,40.764867,-73.963402,40.772577,5,39
3.0,-73.96730041503906,40.766197204589844,-73.96559143066406,40.76841735839844,1,40
6.5,-73.981628,40.763017,-73.969343,40.759297,2,41
7.0,-73.973657,40.754872,-73.97947,40.763707,1,42
5.0,-73.991909,40.743571,-73.982233,40.752457,1,43
22.1,-74.003478,40.734202,-73.940933,40.82155,2,44
5.0,-73.944242,40.788161,-73.940388,40.793478,1,45
18.0,-73.9824447631836,40.76242446899414,-73.99888610839844,40.724769592285156,1,46
13.0,-73.978518,40.74819,-73.955652,40.745648,1,47
6.5,-73.996968,40.720487,-73.996968,40.720487,1,48
7.7,-73.981826,40.760469,-73.959762,40.762867,1,49
4.9,-73.988746,40.722011,-73.987482,40.733477,1,50
9.5,-73.976175,40.786077,-73.958757,40.814842,1,51
5.0,-73.96574,40.76209,-73.95826,40.76535,5,52
13.0,-73.985842,40.749007,-73.97378,40.783015,1,53
10.1,-73.993957,40.750054,-73.989109,40.736142,3,54
5.0,-73.95472,40.781082,-73.962407,40.768777,2,55
12.1,-73.991483,40.726412,-73.955487,40.779428,1,56
7.5,-73.982083,40.77208,-73.967677,40.763523,1,57
5.4,-73.987462,40.760523,-73.978658,40.752389,1,58
6.0,-73.988689,40.736917,-73.974156,40.737698,1,59
32.5,-73.973017,40.755677,-73.968862,40.6748,1,60
8.1,-73.996893,40.742227,-73.973868,40.761995,3,61
7.0,-73.99044036865234,40.751651763916016,-73.99321746826172,40.73896026611328,1,62
20.0,-73.986402,40.740252,-73.963625,40.68275,1,63
9.3,-73.988889,40.74865,-74.00529,40.716745,1,64
7.0,-73.998147,40.735352,-74.006925,40.742492,1,65
4.9,-73.965385,40.768712,-73.955632,40.782552,1,66
19.3,-74.004208,40.725532,-73.963865,40.675773,1,67
12.5,-73.9442367553711,40.78015899658203,-73.9716796875,40.7605094909668,1,68
7.7,-73.979323,40.748823,-74.004508,40.733375,5,69
10.0,-73.98175048828125,40.78026580810547,-73.99089050292969,40.757774353027344,1,70
4.5,-73.987737,40.741688,-73.992566,40.747504,1,71
3.7,-73.973623,40.755868,-73.968653,40.758737,1,72
8.5,-73.990475,40.746291,-73.990475,40.746291,1,73
6.9,-73.997361,40.737596,-73.986207,40.743402,1,74
6.9,-73.978084,40.763859,-73.975694,40.780485,1,75
9.0,-73.994211,40.75097,-73.971693,40.753818,1,76
9.5,-73.971535,40.757547,-73.980145,40.759587,1,77
9.0,-73.97194,40.75039,-73.98117,40.72518,1,78
4.5,-73.963808,40.771202,-73.969763,40.762685,1,79
8.5,-73.948368,40.774093,-73.971247,40.75702,1,80
10.0,-74.003897,40.716788,-73.996623,40.736572,1,81
10.9,-73.988456,40.721427,-73.976138,40.757213,1,82
9.0,-73.956607,40.780792,-73.976142,40.791382,1,83
12.5,-73.922418,40.772082,-73.922418,40.772082,1,84
28.83,-73.94563293457031,40.77808380126953,-73.86164093017578,40.76831817626953,2,85
13.3,-73.96094,40.769847,-73.999045,40.725613,1,86
8.5,-73.980688,40.750643,-73.955995,40.784625,1,87
4.5,-73.978142,40.752375,-73.980035,40.76163,1,88
16.5,-73.95382,40.77515,-73.947149,40.772624,2,89
6.5,-74.010803,40.71126,-74.001123,40.73165,1,90
19.5,-73.951697,40.778167,-73.981513,40.75267,2,91
7.0,-73.984921,40.741911,-73.985189,40.725688,1,92
9.0,-74.00427,40.747922,-73.98207,40.746297,1,93
8.0,-73.983435,40.75647,-73.9689,40.761464,1,94
7.7,-73.949574,40.77709,-73.979,40.785441,1,95
5.5,-73.98229217529297,40.777244567871094,-73.98651123046875,40.76681137084961,1,96
5.5,-73.962095,40.776517,-73.95573,40.781952,1,97
8.9,-73.989562,40.729907,-73.973287,40.752177,1,98
12.5,-73.977323,40.753934,-74.00719,40.741472,1,99
5.5,-73.96308135986328,40.77504348754883,-73.95575714111328,40.78214645385742,1,100
18.1,-73.977463,40.725978,-73.966452,40.794518,1,101
7.0,-73.985024,40.767537,-73.981273,40.779302,1,102
12.1,-73.990306,40.75307,-73.997867,40.724133,1,103
6.5,-73.987777,40.728444,-74.000302,40.71979,1,104
3.3,-73.951932,40.781647,-73.951895,40.784628,1,105
8.5,-73.995393,40.759899,-73.975696,40.751846,1,106
6.1,-73.978337,40.758093,-73.981775,40.76023,1,107
6.0,-74.007271,40.748401,-73.993156,40.743129,1,108
11.5,-73.955152,40.783165,-73.97727,40.753567,1,109
4.5,-73.982845,40.774449,-73.984707,40.759905,1,110
8.0,-73.95281219482422,40.768310546875,-73.96150207519531,40.77260971069336,1,111
4.5,-73.991465,40.730228,-73.981338,40.724937,1,112
5.3,-73.982602,40.721092,-73.977682,40.718267,1,113
8.5,-73.992112,40.749977,-73.993585,40.727767,1,114
9.3,-73.98404,40.749193,-73.99847,40.717307,2,115
5.5,-73.968788,40.767772,-73.984312,40.760675,6,116
3.5,-73.949623,40.780861,-73.95321,40.775974,1,117
49.8,-73.776615,40.64564,-73.957618,40.779465,2,118
6.0,-73.98213,40.773127,-73.976395,40.788342,1,119
6.9,-73.947375,40.779546,-73.937095,40.804334,1,120
18.0,-73.997995,40.761638,-74.008985,40.712442,1,121
9.3,-73.981488,40.771205,-74.000297,40.757588,1,122
42.33,-73.885307,40.773025,-73.971892,40.762117,1,123
11.0,-73.98445129394531,40.76860809326172,-73.98361206054688,40.73905563354492,5,124
7.3,-73.974225,40.783625,-73.948915,40.781612,1,125
5.5,-73.97994232177734,40.78392791748047,-73.9748306274414,40.79301452636719,3,126
8.5,-73.9879,40.779337,-73.984714,40.762843,1,127
17.7,-73.947361,40.775829,-73.993657,40.721529,2,128
6.5,-73.977453,40.752972,-73.969905,40.76629,2,129
8.1,-73.962982,40.775332,-73.9681,40.799803,1,130
14.1,-73.94963,40.780909,-73.993099,40.749894,1,131
5.7,-73.97429,40.763653,-73.977702,40.754935,1,132
5.3,-73.993673,40.745537,-73.9892,40.751332,1,133
8.0,-73.966265,40.789267,-73.952402,40.784107,2,134
4.0,-73.949964,40.722204,-73.949535,40.714208,3,135
3.7,-73.969086,40.766386,-73.963306,40.774653,1,136
8.1,-73.968997,40.798724,-73.953206,40.776844,1,137
6.1,-73.982458,40.731437,-73.985082,40.742975,1,138
8.5,-74.003445,40.743572,-73.990517,40.761217,1,139
4.5,-73.9918,40.764542,-73.982561,40.7679,1,140
30.83,-73.97326,40.75811,-73.87136,40.71925,1,141
6.5,-73.953821,40.781977,-73.97408,40.7628,1,142
41.0,-73.992151,40.754484,-74.026914,40.770638,1,143
10.9,-73.957482,40.776978,-73.961054,40.811741,3,144
10.1,-74.009847,40.71687,-73.999211,40.73845,1,145
12.1,-73.993135,40.742997,-73.9463,40.781167,1,146
5.3,-73.986108,40.762233,-73.986808,40.75877,1,147
13.450000000000001,-73.973928,40.751885,-73.95606,40.746063,1,148
29.87,-73.98126,40.780662,-73.861693,40.768392,1,149
5.5,-73.976892,40.733742,-73.982044,40.728212,1,150
6.0,-74.015887,40.711367,-74.010332,40.721252,1,151
5.3,-73.96127,40.771776,-73.970106,40.759753,1,152
13.5,-73.99646,40.726017,-73.982998,40.76046,1,153
12.1,-74.008974,40.705297,-73.979598,40.742156,2,154
12.1,-73.977845,40.754522,-73.948883,40.786028,5,155
4.5,-73.971268,40.759088,-73.967975,40.751937,1,156
43.5,-73.985809,40.757805,-73.986214,40.612811,2,157
5.5,-74.00236511230469,40.75515365600586,-74.00712585449219,40.74361038208008,3,158
6.0,-73.97667694091797,40.75455093383789,-73.98915100097656,40.75627899169922,1,159
3.3,-73.963493,40.767307,-73.960032,40.766165,1,160
12.5,-73.97975,40.785939,-73.971471,40.76101,1,161
9.3,-73.98504,40.721887,-74.00388,40.738175,1,162
3.7,-73.972392,40.749545,-73.976475,40.741733,1,163
8.1,-73.947414,40.632473,-73.913033,40.635574,1,164
4.5,-73.978612,40.756555,-73.987248,40.755617,1,165
6.1,-73.980757,40.739607,-73.977897,40.75439,1,166
7.5,-73.977417,40.757775,-73.98744,40.745502,1,167
8.5,-73.962068,40.776217,-73.95168,40.766432,1,168
33.3,-73.863943,40.770132,-73.97633,40.76235,5,169
4.0,-73.987242,40.760917,-73.983025,40.766482,5,170
7.3,-73.974345,40.748095,-73.997933,40.73852,1,171
7.3,-73.9891,40.7632,-73.9955,40.7401,1,172
13.3,-73.952509,40.773235,-73.919922,40.750246,1,173
4.9,-73.968505,40.757458,-73.969235,40.764952,1,174
6.5,-73.985942,40.744533,-74.000012,40.738257,1,175
8.1,-73.97677,40.752657,-73.961702,40.776742,2,176
12.5,-74.005688,40.70726,-73.97532,40.741302,5,177
2.9,-73.993836,40.736032,-73.991037,40.734778,1,178
4.5,-73.989767,40.756907,-73.98249,40.766997,2,179
7.7,-74.002415,40.718862,-73.986287,40.737912,1,180
5.7,-73.993095,40.762879,-73.993095,40.762879,1,181
8.5,-73.982807,40.764227,-73.971117,40.754797,1,182
7.0,-73.9937,40.751315,-73.988023,40.769971,2,183
11.7,-73.972212,40.762392,-73.92192,40.760427,1,184
18.5,-73.974897,40.756857,-74.011823,40.709405,3,185
11.5,-73.953128,40.786117,-73.966422,40.760297,1,186
8.5,-73.954776,40.773351,-73.964378,40.79263,1,187
10.9,-73.981703,40.752154,-73.984707,40.726493,2,188
19.5,-73.950915,40.774715,-74.002995,40.756297,1,189
6.9,-73.975315,40.777245,-73.968052,40.762517,2,190
8.1,-73.955563,40.45229,-73.935875,40.41775,1,191
10.5,-74.003074,40.733281,-73.988158,40.753268,1,192
12.0,-73.997955,40.691336,-74.012151,40.70729,1,193
50.5,-73.78362274169922,40.648738861083984,-73.99567413330078,40.69981384277344,2,194
6.0,-74.002956,40.680751,-73.992697,40.70229,1,195
13.4,-73.983495,40.726227,-73.997093,40.695602,1,196
16.5,-73.986472,40.762681,-73.987619,40.738264,1,197
4.1,-73.971509,40.755275,-73.97766,40.75744,1,198
7.5,-73.987382,40.732614,-73.991005,40.750489,1,199
7.3,-73.977486,40.762816,-73.970357,40.785794,1,200
6.5,-73.985038,40.77876,-73.983413,40.750353,2,201
10.0,-73.954699,40.783743,-73.977092,40.754462,1,202
4.1,-73.99356,40.757023,-73.99567,40.749845,1,203
23.3,-73.992725,40.734112,-73.87815,40.756282,6,204
7.3,-73.946558,40.781453,-73.974635,40.787688,1,205
9.7,-73.993167,40.749622,-73.983877,40.758078,5,206
12.9,-74.008125,40.722002,-73.976827,40.76716,1,207
45.0,-73.994967,40.71858,-73.795835,40.667656,1,208
9.7,-73.985106,40.760652,-73.982991,40.732379,1,209
5.7,-73.972127,40.786733,-73.982073,40.770749,1,210
12.5,-73.988635,40.773887,-73.961412,40.764245,1,211
9.0,-73.97533416748047,40.75710678100586,-73.99380493164062,40.7502326965332,1,212
7.5,-74.010469,40.718019,-73.997992,40.73289,1,213
7.7,-73.990842,40.751185,-73.967763,40.768615,1,214
6.9,-73.974977,40.746199,-73.960764,40.764944,1,215
6.1,-73.988474,40.75567,-73.984474,40.748432,1,216
9.7,-73.98528,40.770816,-73.952684,40.786185,1,217
6.9,-73.999585,40.749322,-73.99108,40.73933,1,218
8.5,-73.979296,40.670932,-73.958627,40.654934,2,219
7.0,-73.981037,40.774268,-73.987888,40.764633,1,220
28.27,-73.872717,40.774425,-73.989784,40.748198,1,221
20.0,-73.970273,40.799475,-73.971368,40.759802,6,222
4.9,-73.957384,40.802791,-73.957384,40.802791,1,223
13.7,-73.987742,40.76529,-74.01542,40.714478,5,224
10.1,-73.997585,40.744922,-73.990675,40.717288,2,225
8.5,-73.978358,40.684197,-73.955052,40.689073,6,226
12.3,-73.986109,40.750389,-73.983775,40.783825,1,227
23.3,-73.989138,40.742833,-73.949333,40.80358,1,228
10.1,-73.955778,40.772687,-73.992567,40.751035,5,229
18.9,-73.955873,40.776104,-73.999912,40.722112,1,230
8.1,-73.966988,40.763827,-73.970002,40.788138,2,231
91.7,-73.988532,40.748623,-74.17716,40.694962,3,232
4.5,-73.978898,40.737023,-73.984267,40.734617,1,233
4.9,-73.978041,40.787931,-73.966478,40.789966,2,234
6.0,-73.9949951171875,40.727943420410156,-74.00027465820312,40.737857818603516,1,235
12.5,-74.008097,40.708332,-74.003442,40.748162,2,236
4.9,-73.97925,40.752778,-73.970438,40.765393,1,237
6.1,-73.988631,40.778453,-73.980876,40.769499,1,238
3.7,-73.976655,40.755885,-73.975132,40.763453,1,239
4.5,-73.975203,40.790947,-73.981272,40.781363,1,240
10.0,-73.957522,40.78192,-73.973197,40.763842,1,241
11.3,-73.984177,40.721612,-73.983922,40.759887,1,242
6.5,-74.001523,40.727698,-74.000447,40.72231,1,243
4.5,-73.987473,40.73848,-73.990453,40.745268,1,244
24.0,-73.776704,40.645299,-73.847749,40.72587,2,245
6.0,-73.990222,40.731192,-73.985512,40.739842,5,246
18.5,-73.962727,40.758378,-73.987452,40.695965,5,247
